GS1 Artikelcode (GTIN);Status;Productclassificatie;Gaat naar de consument;Verpakkings type;Landen of Regio's;Productomschrijving (max 35 tekens);Taal van productomschrijving;Merk;Submerk;Netto inhoud;Eenheid;Afbeelding (max 500 tekens);Bron;
8720387440566;ACTIVE;Lichaamsverzorgingsproducten – Assortimenten;Ja;Zak;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440566;ACTIVE;Lichaamsverzorgingsproducten – Assortimenten;Ja;Zak;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440573;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Essential pack S - period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440573;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440573;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440573;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440573;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440573;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440573;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440580;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Essential pack M - period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440580;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440580;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440580;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440580;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440580;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440580;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440597;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Essential pack L - period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440597;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440597;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440597;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440597;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440597;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440603;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Essential pack XL period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440603;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440603;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440603;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440603;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440603;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440603;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440610;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Essential pack XXL period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440610;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440610;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440610;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440610;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440610;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440610;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440627;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Sportive pack S period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440627;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440627;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440627;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440627;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440627;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440627;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440634;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Sportive pack M period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440634;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440634;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440634;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440634;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440634;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440634;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440641;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Sportive pack L period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440641;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440641;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440641;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440641;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440641;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440641;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440658;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Sportive pack XL period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440658;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440658;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440658;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440658;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440658;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440658;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440665;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Sportive pack XXL period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440665;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440665;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440665;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440665;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440665;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440665;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440672;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Weekly pack S, 4 period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440672;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440672;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440672;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440672;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440672;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440672;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440689;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Weekly pack M, 4 period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440689;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440689;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440689;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440689;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440689;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440689;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440696;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Weekly pack L, 4 period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440696;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440696;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440696;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440696;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440696;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440696;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440702;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Weekly pack XL, 4 period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440702;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440702;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440702;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440702;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440702;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440702;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440719;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Global Market;Weekly pack XXL, 4 period underwear;Engels;Bnatural;;;;;MijnGS1;
8720387440719;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;België;;;Bnatural;;;;;MijnGS1;
8720387440719;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;;;Bnatural;;;;;MijnGS1;
8720387440719;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Frankrijk;;;Bnatural;;;;;MijnGS1;
8720387440719;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Duitsland;;;Bnatural;;;;;MijnGS1;
8720387440719;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Nederland;;;Bnatural;;;;;MijnGS1;
8720387440719;ACTIVE;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Spanje;;;Bnatural;;;;;MijnGS1;
8720387440726;ACTIVE;Draagbare Luidsprekers;Ja;Doos;België;Draadloze Speaker Bluetooth;Nederlands;T&G;;;;;MijnGS1;
8720387440726;ACTIVE;Draagbare Luidsprekers;Ja;Doos;Nederland;;;T&G;;;;;MijnGS1;
8720387440733;ACTIVE;Opladers;Ja;Doos;Nederland;Nachtlight met wireless oplader;Nederlands;QSS;;;;;MijnGS1;
8720387440740;ACTIVE;Poppen/Pluchen Speelgoed (Niet–elektrisch);Ja;Doos;Nederland;Gengar met grote tong;Nederlands;Pokemon;;;;;MijnGS1;
8720387440757;ACTIVE;Poppen/Pluchen Speelgoed (Niet–elektrisch);Ja;Doos;Nederland;Venusaur knuffel;Nederlands;Pokemon;;;;;MijnGS1;
8720387440764;ACTIVE;Poppen/Pluchen Speelgoed (Niet–elektrisch);Ja;Doos;België;Pikachu knuffel 20cm;Nederlands;Pokemon;;;;;MijnGS1;
8720387440764;ACTIVE;Poppen/Pluchen Speelgoed (Niet–elektrisch);Ja;Doos;Nederland;;;Pokemon;;;;;MijnGS1;
8720387440771;ACTIVE;Handsfree Kits/Koptelefoons;Ja;Doos;Global Market;Draadloze Bluetooth 5.0 Oortelefoon;Nederlands;Xiaomi;;;;;MijnGS1;
8720387440771;ACTIVE;Handsfree Kits/Koptelefoons;Ja;Doos;België;;;Xiaomi;;;;;MijnGS1;
8720387440771;ACTIVE;Handsfree Kits/Koptelefoons;Ja;Doos;Nederland;;;Xiaomi;;;;;MijnGS1;
8720387440788;ACTIVE;Poppen/Pluchen Speelgoed (Niet–elektrisch);Ja;Doos;Europese Unie;Among Us Knuffel Plushie Bruin;Nederlands;Among us;;;;;MijnGS1;
8720387440795;ACTIVE;Poppen/Pluchen Speelgoed (Niet–elektrisch);Ja;;Europese Unie;Among Us Knuffel Plushie Roze;Nederlands;Among us;;;;;MijnGS1;
8720387440801;CONCEPT;Speelgoed/Spelletjes – Overig;Ja;Doos;Europese Unie;Squid game Rondje Vierkant Driehoek;Nederlands;Squid Game;;;;;MijnGS1;
8720387440818;CONCEPT;Decoraties;Ja;Doos;Europese Unie;Squid Game;Nederlands;Squid Game;;;;;MijnGS1;
8720387440825;CONCEPT;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;Elegante pack S - period underwear;Nederlands;Bnatural;;;;;MijnGS1;
8720387440832;CONCEPT;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;Elegante pack M - period underwear;Nederlands;Bnatural;;;;;MijnGS1;
8720387440849;CONCEPT;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;Elegante pack L - period underwear;Nederlands;Bnatural;;;;;MijnGS1;
8720387440856;CONCEPT;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;;Elegante pack XL - period underwear;Nederlands;Bnatural;;;;;MijnGS1;
8720387440863;CONCEPT;Vrouwelijke Hygiëne – Handdoekjes/Maandverbanden;Ja;;Europese Unie;Elegante pack 2XL  period underwear;Nederlands;Bnatural;;;;;MijnGS1;
8720387440870;ACTIVE;Speelgoed Bouwblokken (Niet–elektrisch);Ja;Doos;Europese Unie;Lego Stenen Cadeau Cirkel;Engels;Squid Game;;;;;MijnGS1;
